DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2016,5.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2017,0,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2018,0,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2019,5.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2020,11.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Liechtenstein,2021,0,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2011,8.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2012,10.07,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2013,9.46,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2014,8.77,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2015,9.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2016,8.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2017,12.27,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2018,16.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2019,17.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2020,20.64,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Lithuania,2021,20.96,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2011,13.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2012,12.89,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2013,19.07,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2014,17.66,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2015,16.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2016,10.6,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2017,14.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2018,10.61,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2019,15.63,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2020,13.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Luxembourg,2021,11.92,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2011,26.25,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2012,23.17,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2013,23.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2014,24.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2015,22.14,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2016,26.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2017,28.1,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2018,27.65,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2019,28.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2020,31.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Latvia,2021,33.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2011,10.11,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2012,9.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2013,25.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2014,37.94,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2015,35.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2016,44.76,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2017,43.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2018,43.92,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2019,44.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2020,49.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Malta,2021,44.5,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2011,18.78,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2012,17.77,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2013,18.61,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2014,17.56,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2015,17.24,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2016,16.64,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2017,15.96,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2018,14.24,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2019,14.5,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2020,14.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Netherlands,2021,13.14,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2011,14.13,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2012,14.13,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2013,12.74,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2014,11.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2015,10.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2016,11.38,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2017,11.59,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2018,9.17,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2019,9.49,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2020,12.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Norway,2021,11.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2011,21.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2012,22.52,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2013,22.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2014,20.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2015,24.36,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2016,23.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2017,23.94,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2018,23.82,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2019,24.06,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2020,30.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Poland,2021,27.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2011,41.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2012,42.62,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2013,39.74,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2014,35.67,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2015,36.05,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2016,35.01,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2017,33.54,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2018,33.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2019,28.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2020,30.06,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Portugal,2021,24.03,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2011,11.62,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2012,12.03,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2013,11.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2014,11.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2015,12.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2016,13.46,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2017,12.94,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2018,13.51,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2019,13.99,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2020,18.82,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Romania,2021,20.77,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2011,48.84,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2012,45.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2013,40.52,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2014,36.7,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2015,43.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2016,46.41,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2017,49.12,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2018,44.06,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2019,42.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2020,47.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Serbia,2021,48.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2011,16.45,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2012,17.01,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2013,15.51,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2014,14.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2015,16.37,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2016,15.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2017,17.67,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2018,16.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2019,15.76,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2020,17.69,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Sweden,2021,16.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2011,13.73,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2012,17.36,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2013,15.75,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2014,13.39,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2015,13.62,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2016,13.08,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2017,13.7,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2018,12.08,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2019,15.78,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2020,17,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovenia,2021,17.95,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2011,21.11,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2012,23.34,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2013,18.91,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2014,21.3,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2015,17.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2016,16.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2017,16.03,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2018,17.77,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2019,13.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2020,17.2,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Slovakia,2021,15.73,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2011,62.23,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2012,57.81,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2013,55.81,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2014,50.58,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2015,49.93,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2016,50.67,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2017,46,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2018,44.7,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2019,38.58,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2020,46.32,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,Türkiye,2021,45.57,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2011,9.04,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2012,8.93,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2013,8.84,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2014,9.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2015,9.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2016,9.32,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2017,9.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Females,Total,Diabetes mellitus,United Kingdom,2018,9.85,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2011,45.7,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2012,43.6,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2013,41.27,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2014,45.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2015,49.41,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2016,47.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2017,42.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2018,41.98,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2019,36.46,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2020,38.94,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Austria,2021,42.75,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2011,17.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2012,18.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2013,17.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2014,15.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2015,15.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2016,15.23,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2017,16.41,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2018,15.81,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2019,14.27,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2020,14.64,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Belgium,2021,14.21,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2011,24.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2012,25.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2013,20.63,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2014,21.65,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2015,28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2016,26.31,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2017,23.12,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2018,25.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2019,23.92,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2020,28.37,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Bulgaria,2021,26.9,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2011,20.41,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2012,21.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2013,21.52,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2014,19.99,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2015,20.9,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2016,18.5,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2017,21.15,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2018,17.7,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2019,18.04,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2020,15.44,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Switzerland,2021,16.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2011,79.52,
