DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1984,76.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1985,77.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1986,78.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1987,77.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1988,79.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1989,78.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1990,78.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1991,79.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1992,78.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1993,79.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1994,79.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1995,80.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1996,80.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1997,80.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1998,80.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,1999,81.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2000,81.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2001,80.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2002,81.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2003,80.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2004,82.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2005,82.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2006,81.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2007,82.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2008,83.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2009,83.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2010,83.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2011,83.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2012,83.8,b
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2013,83.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2014,85.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2015,84.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2016,85.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2017,84.4,b
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2018,84.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2019,85.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2020,84.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2021,84.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2022,85.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Luxembourg,2023,85.1,ps
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2002,75.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2003,75.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2004,76.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2005,76.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2006,76.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2007,76.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2008,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2009,77.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2010,78.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2011,78.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2012,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2013,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2014,79.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2015,79.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2016,79.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2017,79.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2018,79.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2019,80.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2020,80.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2021,78.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2022,79.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Latvia,2023,80.8,ps
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2006,72.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2007,72.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2008,73.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2009,73.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2010,73.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2011,75.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Moldova,2012,74.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2005,76.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2006,76.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2007,76.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2008,77.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2009,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2010,78.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2011,78.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2012,78.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2013,79.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2014,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2015,78.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2016,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2017,79.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2018,79.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2019,79.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2020,78.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Montenegro,2021,77.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1994,74.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1995,74.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1996,74.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1997,74.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1998,74.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,1999,75.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2000,75.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2001,76.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2002,75.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2003,75.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2004,75.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2005,75.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2006,76.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2007,75.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2008,76.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2009,76.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2010,77.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2011,77.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2012,76.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2013,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2014,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2015,77.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2016,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2017,77.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2018,78.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2019,78.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2020,76.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,North Macedonia,2021,75.5,b
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1977,73.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1978,72.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1979,73.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1980,72.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1981,73.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1995,79.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1996,79.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1997,80.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1998,80.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,1999,79.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2000,80.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2001,81.2,b
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2002,81.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2003,80.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2004,81.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2005,81.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2006,82.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2007,82.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2008,82.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2009,82.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2010,83.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2011,83.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2012,83.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2013,84.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2014,84.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2015,84.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2016,84.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2017,84.6,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2018,84.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2019,84.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2020,84.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2021,84.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2022,84.6,p
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Malta,2023,85.3,ps
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1985,79.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1986,79.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1987,80.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1988,80.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1989,80.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1990,80.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1991,80.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1992,80.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1993,80.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1994,80.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1995,80.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1996,80.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1997,80.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1998,80.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,1999,80.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2000,80.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2001,80.8,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2002,80.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2003,81.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2004,81.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2005,81.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2006,82.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2007,82.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2008,82.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2009,82.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2010,83.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2011,83.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2012,83.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2013,83.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2014,83.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2015,83.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2016,83.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2017,83.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2018,83.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2019,83.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2020,83.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2021,83.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2022,83.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Netherlands,2023,83.4,ps
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1960,76.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1961,76.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1962,76.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1963,75.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1964,76.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1965,76.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1966,76.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1967,77.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1968,77.0,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1969,76.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1970,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1971,77.5,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1972,77.7,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1973,77.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1974,78.2,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1975,78.3,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1976,78.4,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1977,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1978,78.9,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1979,79.1,
ESTAT:DEMO_MLEXPEC(1.0),04/12/24 23:00:00,Annual,Year,Females,Less than 1 year,Norway,1980,79.3,
